Unit,TCode,Rent,Base,Criteria,Grace_Period,Legal_Rent,Deposit,From,To,Move_In,Move_Out,Months_Occupied,Last_Renewal,Tenant_Status,Roommates-Y,ACH-Y
5-4D,t0013986,0.00,5.00,% Owed-month,5.00,"5,061.74",, 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
5-4E,t0014975,"1,399.00",50.00,Flat Amount,5.00,"2,815.58","2,815.58 ", 04/08/19, 04/30/21, 04/08/19,,-1452,,Current,Y,Y
5-4G,t0015839,"2,436.21",5.00,% Owed-month,5.00,"3,818.09",0.00 , 02/01/19, 01/31/21, 02/01/19, 8/1/19,6,,Past,N,N
5-4G,t0015749,0.00,5.00,% Owed-month,5.00,"3,818.09",0.00 , 07/31/19, 07/31/21, 07/31/19,,-1456,,Applicant,N,N
5-4H,t0012820,"1,723.58",50.00,Flat Amount,5.00,"3,486.04","3,486.04 ", 04/01/20, 03/31/21, 03/28/18,,-1440, 02/19/20,Current,Y,Y
5-4J,t0015117,0.00,5.00,% Owed-month,5.00,"5,862.22",, 04/30/19, 04/30/21, 04/30/19,,-1453,,Applicant,N,N
5-4J,t0015183,0.00,5.00,% Owed-month,5.00,"5,862.22",, 05/31/19, 05/31/21, 05/31/19,,-1454,,Applicant,N,N
5-4J,t0015292,"1,825.00",50.00,Flat Amount,5.00,"5,862.22","5,862.22 ", 05/31/19, 05/31/21, 05/31/19,,-1454,,Current,Y,Y
5-4K,t0015294,"1,899.00",50.00,Flat Amount,5.00,"2,500.74","2,500.74 ", 06/10/19, 06/30/21, 06/10/19,,-1454,,Current,Y,Y
5-5A,t0005851,"1,750.00",5.00,% Monthly Rent,5.00,"2,215.44","1,550.00 ", 02/01/16, 01/31/17, 01/22/15, 10/12/16,21, 04/27/16,Past,Y,N
5-5A,t0010489,0.00,5.00,% Owed-month,5.00,"2,215.44",, 02/28/17, 02/28/19, 02/28/17,,-1426,,Applicant,N,N
5-5A,t0010528,0.00,5.00,% Owed-month,5.00,"2,215.44",, 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
5-5A,t0010588,"1,996.87",50.00,Flat Amount,5.00,"2,215.44","2,161.40 ", 04/01/19, 03/31/21, 03/31/17,,-1428, 03/29/19,Current,Y,Y
5-5B,t0012130,"2,098.95",50.00,Flat Amount,5.00,"2,556.22","2,556.22 ", 01/31/18, 01/31/20, 01/31/18, 11/30/19,22,,Past,Y,N
5-5B,t0016406,0.00,50.00,Flat Amount,5.00,"2,556.22","2,556.22 ", 01/21/20, 01/31/22, 01/21/20,,-1462,,Current,Y,Y
5-5H,t0007956,"1,729.00",5.00,% Monthly Rent,5.00,"3,321.71","2,887.16 ", 01/28/16, 01/31/18, 01/28/16, 1/31/18,24,,Past,N,N
5-5H,t0012895,"1,759.50",50.00,Flat Amount,5.00,"3,321.71","3,321.71 ", 03/13/18, 03/31/20, 03/13/18,,-1439,,Current,Y,Y
5-5J,t0016374,"1,900.00",50.00,Flat Amount,5.00,"3,334.87","3,334.87 ", 01/16/20, 01/31/22, 01/16/20,,-1462,,Current,Y,Y
5-5K,t0009227,"1,665.00",50.00,Flat Amount,5.00,"2,736.65","2,583.13 ", 07/01/18, 06/30/20, 07/01/16,,-1418, 06/26/18,Current,Y,Y
5-6B,t0012925,"1,958.35",5.00,% Monthly Rent,5.00,"2,787.68","2,590.18 ", 04/01/18, 03/31/19, 04/01/18, 3/19/19,12,,Past,Y,N
5-6B,t0014960,"1,899.00",50.00,Flat Amount,5.00,"2,787.68","2,787.68 ", 03/20/19, 03/31/21, 03/20/19,,-1451,,Current,Y,Y
5-6E,t0006350,"1,355.00",50.00,Flat Amount,5.00,"2,644.81","1,155.00 ", 05/01/19, 04/30/20, 04/30/15,,-1404, 04/05/19,Current,Y,Y
5-6F,t0003865,"3,476.80",5.00,% Owed-month,5.00,"4,472.86",, 01/14/14, 01/31/16, 01/14/18,,-1437,,Applicant,N,N
5-6F,t0005896,"1,775.00",5.00,% Monthly Rent,5.00,"4,472.86","3,476.80 ", 02/01/17, 01/31/19, 02/01/15, 8/24/17,31, 04/05/17,Past,N,N
5-6F,t0012343,"1,859.15",50.00,Flat Amount,5.00,"4,472.86","4,363.77 ", 03/01/20, 02/28/22, 02/22/18,,-1438, 02/11/20,Current,Y,Y
5-6H,t0009380,"1,637.48",50.00,Flat Amount,5.00,"1,631.37","1,738.11 ", 08/01/18, 07/31/20, 07/28/16,,-1419, 05/11/18,Current,Y,N
5-7A,t0006820,0.00,5.00,% Owed-month,5.00,"3,757.05",, 07/31/15, 07/31/17, 07/31/15,,-1407,,Applicant,N,N
5-7A,t0006886,0.00,5.00,% Owed-month,5.00,"3,757.05",, 07/31/15, 07/31/17, 07/31/15,,-1407,,Applicant,N,N
5-7A,t0007186,"1,470.85",5.00,% Monthly Rent,5.00,"3,757.05",0.00 , 09/08/15, 09/30/16, 09/08/15, 9/24/15,1,,Past,Y,N
5-7A,t0007312,0.00,5.00,% Owed-month,5.00,"3,757.05",, 10/30/15, 10/31/17, 10/30/15,,-1410,,Applicant,N,N
5-7A,t0007392,0.00,5.00,% Owed-month,5.00,"3,757.05",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
5-7A,t0007500,"2,325.00",50.00,Flat Amount,5.00,"3,757.05","2,808.55 ", 11/01/19, 10/31/21, 11/01/15,,-1410, 09/13/19,Current,N,Y
5-7C,t0008467,"1,425.00",50.00,Flat Amount,5.00,"3,166.59","3,089.36 ", 04/01/19, 03/31/21, 03/30/16,,-1415, 03/11/19,Current,N,Y
5-7D,t0016408,0.00,50.00,Flat Amount,5.00,,"2,936.95 ", 01/17/20, 01/31/22, 01/17/20,,-1462,,Current,Y,Y
5-7E,t0006079,"1,415.00",50.00,Flat Amount,5.00,"3,107.97","3,032.17 ", 03/01/19, 02/28/21, 03/01/15,,-1402, 02/27/19,Current,N,Y
5-7F,t0008420,"1,830.00",50.00,Flat Amount,5.00,"4,068.92","3,989.14 ", 05/01/18, 04/30/20, 05/01/16,,-1416, 05/09/18,Current,Y,N
5-7J,t0010227,"1,650.00",50.00,Flat Amount,5.00,"2,825.28","2,825.28 ", 02/01/19, 01/31/21, 01/28/17,,-1425, 11/12/18,Current,Y,Y
5-7K,t0008397,"1,925.00",50.00,Flat Amount,5.00,"3,062.29","2,836.15 ", 04/01/20, 03/31/21, 03/26/16,,-1415, 02/20/20,Current,Y,Y
5-8D,t0014618,"1,749.97",50.00,Flat Amount,5.00,"2,623.58","2,623.58 ", 12/24/18, 12/31/20, 12/24/18,,-1449,,Current,Y,Y
5-8E,t0008575,"2,863.65",0.00,% Monthly Rent,0.00,"4,652.05","1,454.00 ", 04/01/16, 03/31/17, 04/01/16, 4/4/17,12,,Past,N,N
5-8E,t0010852,"1,450.00",50.00,Flat Amount,5.00,"4,652.05","4,652.05 ", 05/01/19, 04/30/20, 05/01/17,,-1429, 01/29/19,Current,N,N
5-9A,t0011799,0.00,5.00,% Owed-month,5.00,"2,844.93",, 10/31/17, 10/31/19, 10/31/17,,-1435,,Applicant,N,N
5-9A,t0011903,0.00,5.00,% Owed-month,5.00,"2,844.93",, 10/31/17, 10/31/19, 10/31/17,,-1435,,Applicant,N,N
5-9A,t0012033,"1,960.00",50.00,Flat Amount,5.00,"2,844.93","2,660.70 ", 12/01/19, 11/30/21, 11/27/17,,-1436, 10/22/19,Current,Y,Y
5-9B,t0012068,"2,624.63",5.00,% Owed-month,5.00,"3,886.35",, 11/30/17, 11/30/19, 11/30/17,,-1436,,Applicant,N,N
5-9B,t0012109,"2,075.00",50.00,Flat Amount,5.00,"3,886.35","3,791.56 ", 01/01/20, 12/31/21, 12/28/17,,-1437, 11/14/19,Current,Y,Y
5-9C,t0008685,"1,425.00",50.00,Flat Amount,5.00,"2,057.34","2,057.34 ", 06/01/18, 05/31/20, 05/13/16,,-1417, 03/21/18,Current,Y,Y
5-9D,t0010728,0.00,5.00,% Owed-month,5.00,"3,242.22",, 04/30/17, 04/30/19, 04/30/17,,-1429,,Applicant,N,N
5-9D,t0010730,0.00,5.00,% Owed-month,5.00,"3,242.22",, 04/30/17, 04/30/19, 04/30/17,,-1429,,Applicant,N,N
5-9D,t0011061,"1,707.57",5.00,% Monthly Rent,5.00,"3,242.22",0.00 , 06/30/17, 06/30/19, 06/30/17, 7/31/18,13,,Past,Y,N
5-9D,t0011128,0.00,5.00,% Owed-month,5.00,"3,242.22",, 06/30/17, 06/30/19, 06/30/17,,-1431,,Applicant,N,N
5-9D,t0013983,"1,675.00",50.00,Flat Amount,5.00,"3,242.22","3,242.22 ", 08/18/18, 08/31/20, 08/18/18,,-1444,,Current,Y,Y
5-9E,t0016008,"1,525.00",5.00,% Monthly Rent,5.00,"4,490.78","4,490.78 ", 09/30/19, 09/30/21, 09/30/19,,-1458,,Current,Y,Y
5-9H,t0010420,0.00,5.00,% Owed-month,5.00,"3,656.30",, 02/28/17, 02/28/19, 02/28/17,,-1426,,Applicant,N,N
5-9H,t0010450,0.00,5.00,% Owed-month,5.00,"3,656.30",, 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
5-9H,t0010497,0.00,5.00,% Owed-month,5.00,"3,656.30",, 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
5-9H,t0010578,0.00,5.00,% Owed-month,5.00,"3,656.30",, 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
5-9H,t0010598,"1,725.00",50.00,Flat Amount,5.00,"3,656.30","3,475.10 ", 04/01/19, 03/31/20, 03/30/17,,-1427, 04/02/19,Current,Y,N
5-9J,t0012919,"1,691.25",50.00,Flat Amount,5.00,"5,087.94","4,275.95 ", 03/20/18, 03/31/20, 03/20/18, 2/20/20,23,,Past,Y,N
5-9J,t0012864,0.00,5.00,% Owed-month,5.00,"5,087.94",, 03/31/18, 03/31/20, 03/31/18,,-1440,,Applicant,N,N
5-9K,t0009875,"1,825.00",50.00,Flat Amount,5.00,"4,090.07","1,825.00 ", 10/01/18, 09/30/20, 10/01/16,,-1421, 07/23/18,Current,Y,Y
5-SCQ,t0006833,0.00,,% Owed-month,0.00,,, 07/01/15,, 07/01/15,,-1406,,Current,N,N
5-SCQ,t0008036,0.00,0.00,% Owed-total,0.00,,, 01/01/16,, 01/01/16,,-1412,,Current,N,N
5-SCQ,t0013633,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/18,, 01/01/18,,-1437,,Current,N,N
5-VER,t0012809,0.00,0.00,% Owed-total,0.00,,, 01/01/18,, 01/01/18,,-1437,,Current,N,N
6-1C,t0006130,"2,225.00",50.00,Flat Amount,5.00,"3,339.77","3,339.77 ", 03/01/19, 02/28/21, 03/01/15,,-1402, 02/20/19,Current,N,Y
6-1D,t0010608,0.00,5.00,% Owed-month,5.00,"3,886.12",0.00 , 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
6-1D,t0010704,"1,625.00",50.00,Flat Amount,5.00,"3,886.12","2,000.00 ", 05/01/19, 04/30/21, 04/07/17, 7/29/19,28, 03/29/19,Past,N,N
6-1D,t0015849,0.00,5.00,% Owed-month,5.00,"3,886.12",0.00 , 08/31/19, 08/31/21, 08/31/19,,-1457,,Applicant,N,N
6-1D,t0016144,"1,699.00",50.00,Flat Amount,5.00,"3,886.12","3,398.00 ", 10/16/19, 10/31/21, 10/16/19,,-1458,,Current,N,Y
6-1E,t0014723,"1,570.75",50.00,Flat Amount,5.00,"3,263.16","3,263.16 ", 01/30/19, 01/31/21, 01/30/19,,-1450,,Current,N,Y
6-1E,t0014642,0.00,5.00,% Owed-month,5.00,"3,263.16",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Applicant,N,N
6-1E,t0014711,0.00,5.00,% Owed-month,5.00,"3,263.16",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Applicant,N,N
6-1I,t0016041,"1,499.00",5.00,% Owed-month,5.00,"2,061.78","2,061.78 ", 09/27/19, 09/30/21, 09/27/19,,-1458,,Current,N,Y
6-1J,t0008877,"1,560.00",5.00,% Monthly Rent,5.00,"3,632.24","3,269.31 ", 07/14/16, 07/31/18, 07/14/16, 8/1/18,25,,Past,N,N
6-1J,t0009288,0.00,5.00,% Owed-month,5.00,"3,632.24",0.00 , 07/31/16, 07/31/18, 07/31/16,,-1419,,Applicant,N,N
6-1J,t0014593,0.00,5.00,% Owed-month,5.00,"3,632.24",0.00 , 12/31/18, 12/31/20, 12/31/18,,-1449,,Applicant,N,N
6-1J,t0014681,"2,272.26",5.00,% Owed-month,5.00,"3,632.24",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Canceled,N,N
6-1J,t0014787,"1,579.00",50.00,Flat Amount,5.00,"3,632.24","3,158.00 ", 02/25/19, 02/28/21, 02/25/19,,-1451,,Current,N,Y
6-1L,t0012310,"2,026.01",50.00,Flat Amount,5.00,"2,815.00","2,773.40 ", 03/01/20, 02/28/21, 02/23/18,,-1438, 02/24/20,Current,Y,Y
6-2E,t0007365,0.00,5.00,% Owed-month,5.00,"3,207.43",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
6-2E,t0007369,0.00,5.00,% Owed-month,5.00,"3,207.43",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
6-2E,t0007447,"1,474.98",50.00,Flat Amount,5.00,"3,207.43","3,207.43 ", 11/01/19, 10/31/21, 10/29/15,,-1410, 10/01/19,Current,Y,Y
6-2G,t0014093,"1,599.00",50.00,Flat Amount,5.00,"1,899.61","1,899.61 ", 10/09/18, 10/31/20, 10/09/18,,-1446,,Current,Y,Y
6-2H,t0007711,"1,526.23",50.00,Flat Amount,5.00,"2,901.37","2,901.37 ", 01/01/20, 12/31/21, 12/24/15,,-1412, 12/02/19,Current,Y,Y
6-2J,t0013848,0.00,5.00,% Owed-month,5.00,"4,212.46",0.00 , 07/31/18, 07/31/20, 07/31/18,,-1444,,Applicant,N,N
6-2J,t0014139,"1,603.00",5.00,% Owed-month,5.00,"4,212.46","4,176.46 ", 09/12/18, 09/30/19, 09/12/18, 5/3/19,8,,Past,N,N
6-2J,t0015275,"1,599.00",50.00,Flat Amount,5.00,"4,212.46","3,198.00 ", 05/31/19, 05/31/21, 05/31/19,,-1454,,Current,Y,Y
6-2K,t0008845,"2,715.99",5.00,% Monthly Rent,5.00,"3,023.59","1,429.00 ", 05/27/16, 05/31/18, 05/27/16, 5/31/18,24,,Past,N,N
6-2K,t0013832,"1,582.57",50.00,Flat Amount,5.00,"3,023.59","3,023.59 ", 07/19/18, 07/31/20, 07/19/18,,-1443,,Current,N,N
6-2M,t0014761,0.00,5.00,% Owed-month,5.00,"2,061.78",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Applicant,N,N
6-2M,t0014548,"1,646.97",50.00,Flat Amount,5.00,"2,061.78","2,061.78 ", 02/01/19, 01/31/21, 02/06/19,,-1450,,Current,N,Y
6-2N,t0008043,"1,475.00",50.00,Flat Amount,5.00,"2,910.43","2,783.76 ", 03/01/20, 02/28/22, 02/27/16,,-1414, 01/28/20,Current,Y,Y
6-3A,t0007450,0.00,5.00,% Owed-month,5.00,"3,914.96",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
6-3A,t0007455,0.00,5.00,% Owed-month,5.00,"3,914.96",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
6-3A,t0007851,"1,395.00",50.00,Flat Amount,5.00,"3,914.96","3,407.56 ", 02/01/18, 01/31/20, 01/22/16, 9/3/19,44, 01/11/18,Past,Y,N
6-3A,t0016079,"1,499.00",5.00,% Monthly Rent,5.00,"3,914.96","3,914.96 ", 09/27/19, 09/30/21, 09/27/19,,-1458,,Current,N,Y
6-3A,t0016068,0.00,5.00,% Owed-month,5.00,"3,914.96",0.00 , 09/30/19, 09/30/21, 09/30/19,,-1458,,Applicant,N,N
6-3C,t0007760,"1,527.25",50.00,Flat Amount,5.00,"1,645.33","1,645.33 ", 01/01/20, 12/31/21, 12/17/15,,-1412, 12/02/19,Current,N,Y
6-3E,t0006733,0.00,5.00,% Owed-month,5.00,"3,130.22",, 06/30/15, 06/30/17, 06/30/15,,-1406,,Applicant,N,N
6-3E,t0007307,0.00,5.00,% Owed-month,5.00,"3,130.22",, 09/30/15, 09/30/17, 09/30/15,,-1409,,Applicant,N,N
6-3E,t0007356,"1,449.00",5.00,% Monthly Rent,5.00,"3,130.22",0.00 , 10/13/15, 10/31/17, 10/13/15, 10/27/17,25,,Past,N,N
6-3E,t0007370,0.00,5.00,% Owed-month,5.00,"3,130.22",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
6-3E,t0007351,0.00,5.00,% Owed-month,5.00,"3,130.22",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
6-3E,t0012084,0.00,5.00,% Owed-month,5.00,"3,130.22",0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
6-3E,t0012302,"1,616.76",50.00,Flat Amount,5.00,"3,130.22","3,083.96 ", 02/01/20, 01/31/21, 01/20/18,,-1437, 12/11/19,Current,Y,Y
6-3H,t0008581,0.00,5.00,% Owed-month,5.00,"2,455.52",, 04/30/16, 04/30/18, 04/30/16,,-1416,,Applicant,N,N
6-3H,t0008635,"1,599.00",50.00,Flat Amount,5.00,"2,455.52","2,455.52 ", 06/01/18, 05/31/20, 05/25/16,,-1417, 05/25/18,Current,Y,Y
6-3L,t0010247,0.00,5.00,% Owed-month,5.00,,0.00 , 01/31/17, 01/31/19, 01/31/17,,-1426,,Applicant,N,N
6-3L,t0010689,0.00,5.00,% Owed-month,5.00,,0.00 , 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
6-3L,t0011041,0.00,5.00,% Owed-month,5.00,,0.00 , 06/30/17, 06/30/19, 06/30/17,,-1431,,Applicant,N,N
6-3L,t0011081,0.00,5.00,% Owed-month,5.00,,0.00 , 06/30/17, 06/30/19, 06/30/17,,-1431,,Applicant,N,N
6-3L,t0011198,0.00,5.00,% Owed-month,5.00,,0.00 , 07/31/17, 07/31/19, 07/31/17,,-1432,,Applicant,N,N
6-3L,t0011244,0.00,5.00,% Owed-month,5.00,,0.00 , 07/31/17, 07/31/19, 07/31/17,,-1432,,Applicant,N,N
6-3L,t0011433,0.00,5.00,% Monthly Rent,5.00,,"4,025.96 ", 08/18/17, 08/31/18, 08/18/17, 7/18/18,11,,Past,Y,N
6-3L,t0011427,0.00,5.00,% Owed-month,5.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,,-1433,,Applicant,N,N
6-3L,t0014096,"1,955.97",50.00,Flat Amount,5.00,,"4,025.96 ", 09/27/18, 09/30/20, 09/27/18,,-1446,,Current,Y,N
6-3M,t0009585,"1,585.00",50.00,Flat Amount,5.00,"3,718.54","3,645.63 ", 09/01/18, 08/31/20, 08/30/16,,-1420, 08/03/18,Current,N,Y
6-3N,t0008608,"1,625.00",50.00,Flat Amount,5.00,"3,011.63","2,952.58 ", 06/01/18, 05/31/20, 05/26/16,,-1417, 05/15/18,Current,Y,N
6-4B,t0009140,"1,529.00",5.00,% Monthly Rent,5.00,"2,269.61","2,163.25 ", 08/01/16, 07/31/18, 08/01/16, 5/8/17,9,,Past,Y,N
6-4B,t0011505,"1,580.00",50.00,Flat Amount,5.00,"2,269.61","2,214.25 ", 09/01/19, 08/31/21, 09/01/17,,-1433, 05/28/19,Current,N,Y
6-4F,t0013534,"1,330.00",50.00,Flat Amount,5.00,"1,650.86",422.54 , 06/07/18, 06/30/20, 06/07/18,,-1442,,Current,Y,N
6-4I,t0007947,0.00,5.00,% Owed-month,5.00,"3,030.71",, 01/31/16, 01/31/18, 01/31/16,,-1413,,Applicant,N,N
6-4I,t0007967,0.00,5.00,% Owed-month,5.00,"3,030.71",, 02/29/16, 02/28/18, 02/29/16,,-1414,,Applicant,N,N
6-4I,t0007968,0.00,5.00,% Owed-month,5.00,"3,030.71",, 02/29/16, 02/28/18, 02/29/16,,-1414,,Applicant,N,N
6-4I,t0008019,0.00,5.00,% Owed-month,5.00,"3,030.71",, 02/29/16, 02/28/18, 02/29/16,,-1414,,Applicant,N,N
6-4I,t0008002,"1,385.00",50.00,Flat Amount,5.00,"3,030.71","3,030.71 ", 03/01/18, 02/29/20, 03/01/16, 2/13/20,48, 02/27/18,Past,N,N
6-4K,t0007240,0.00,5.00,% Owed-month,5.00,"2,124.76",, 09/30/15, 09/30/17, 09/30/15,,-1409,,Applicant,N,N
6-4K,t0007313,"1,618.93",50.00,Flat Amount,5.00,"2,124.76","2,093.36 ", 11/01/19, 10/31/20, 10/14/15,,-1410, 10/10/19,Current,Y,Y
6-4L,t0008399,"1,999.00",5.00,% Monthly Rent,5.00,"3,520.37","3,167.61 ", 03/21/16, 03/31/18, 03/21/16, 7/16/16,4,,Past,Y,N
6-4L,t0009666,0.00,5.00,% Owed-month,5.00,"3,520.37",0.00 , 08/31/16, 08/31/18, 08/31/16,,-1420,,Applicant,N,N
6-4L,t0009770,"1,914.00",5.00,% Monthly Rent,5.00,"3,520.37",0.00 , 09/10/16, 09/30/18, 09/10/16, 9/5/18,24,,Past,Y,N
6-4L,t0014242,0.00,5.00,% Owed-month,5.00,"3,520.37",0.00 , 09/30/18, 09/30/20, 09/30/18,,-1446,,Applicant,N,N
6-4L,t0014270,"1,950.00",50.00,Flat Amount,5.00,"3,520.37","3,520.37 ", 11/01/18, 10/31/20, 11/01/18,,-1447,,Current,Y,Y
6-4N,t0013878,"1,799.00",50.00,Flat Amount,5.00,"2,170.93","1,947.00 ", 09/01/19, 08/31/20, 08/29/18,,-1445, 10/01/19,Current,N,Y
6-5D,t0010166,0.00,5.00,% Owed-month,5.00,"2,827.60",0.00 , 12/31/16, 12/31/18, 12/31/16,,-1425,,Applicant,N,N
6-5D,t0010475,0.00,5.00,% Owed-month,5.00,"2,827.60",0.00 , 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
6-5D,t0011461,"1,585.00",50.00,Flat Amount,5.00,"2,827.60","2,827.60 ", 09/01/18, 08/31/20, 08/28/17,,-1433, 05/25/18,Current,N,Y
6-5E,t0015674,0.00,50.00,Flat Amount,5.00,"2,789.50","2,789.50 ", 06/01/19, 05/31/21, 06/01/19,,-1454,,Current,N,Y
6-5F,t0009340,"1,582.52",5.00,% Monthly Rent,5.00,"3,357.39",0.00 , 07/30/16, 07/31/18, 07/30/16, 7/27/18,24,,Past,N,N
6-5F,t0014502,0.00,5.00,% Owed-month,5.00,"3,357.39",0.00 , 11/30/18, 11/30/20, 11/30/18,,-1448,,Applicant,N,N
6-5F,t0014616,"1,646.97",50.00,Flat Amount,5.00,"3,357.39","3,357.37 ", 12/28/18, 12/31/20, 12/28/18,,-1449,,Current,N,Y
6-5F,t0014580,0.00,5.00,% Owed-month,5.00,"3,357.39",0.00 , 12/31/18, 12/31/20, 12/31/18,,-1449,,Applicant,N,N
6-5G,t0012083,0.00,5.00,% Owed-month,5.00,"3,031.21",0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
6-5G,t0012165,"1,585.25",50.00,Flat Amount,5.00,"3,031.21","2,986.41 ", 02/01/20, 01/31/21, 01/20/18,,-1437, 12/17/19,Current,Y,Y
6-5H,t0015040,"1,575.00",50.00,Flat Amount,5.00,"2,608.24","2,608.24 ", 04/26/19, 04/30/21, 04/26/19, 12/16/19,8,,Past,N,N
6-5I,t0006030,"1,395.45",5.00,% Owed-month,5.00,"3,319.37",0.00 , 02/21/15, 02/28/17, 02/21/15, 3/19/16,13,,Past,N,N
6-5I,t0009386,"1,658.35",50.00,Flat Amount,5.00,"3,319.37","3,319.37 ", 08/01/18, 07/31/20, 07/29/16,,-1419, 06/07/18,Current,Y,N
6-5J,t0013349,0.00,5.00,% Owed-month,5.00,"2,048.59",0.00 , 05/31/18, 05/31/20, 05/31/18,,-1442,,Applicant,N,N
6-5J,t0013653,0.00,5.00,% Owed-month,5.00,"2,048.59",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
6-5J,t0013704,0.00,5.00,% Owed-month,5.00,"2,048.59",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
6-5J,t0013751,"1,593.90",50.00,Flat Amount,5.00,"2,048.59","2,048.59 ", 07/26/18, 07/31/20, 07/26/18,,-1444,,Current,N,Y
6-6A,t0009672,0.00,5.00,% Owed-month,5.00,"2,877.80",0.00 , 09/30/16, 09/30/18, 09/30/16,,-1421,,Applicant,N,N
6-6A,t0009768,0.00,5.00,% Owed-month,5.00,"2,877.80",0.00 , 09/30/16, 09/30/18, 09/30/16,,-1421,,Applicant,N,N
6-6A,t0009825,0.00,5.00,% Owed-month,5.00,"2,877.80",0.00 , 09/30/16, 09/30/18, 09/30/16,,-1421,,Applicant,N,N
6-6A,t0010002,0.00,5.00,% Owed-month,5.00,"2,877.80",0.00 , 11/30/16, 11/30/18, 11/30/16,,-1423,,Applicant,N,N
6-6A,t0010120,"1,525.00",50.00,Flat Amount,5.00,"2,877.80","2,822.61 ", 01/01/19, 12/31/20, 12/16/16,,-1424, 12/26/18,Current,Y,Y
6-6B,t0011613,0.00,5.00,% Owed-month,5.00,"3,838.09",0.00 , 09/30/17, 09/30/19, 09/30/17,,-1434,,Applicant,N,N
6-6B,t0011627,"1,606.25",50.00,Flat Amount,5.00,"3,838.09","3,781.37 ", 10/01/19, 09/30/20, 09/09/17,,-1433, 09/09/19,Current,Y,Y
6-6C,t0015864,"1,999.00",5.00,% Owed-month,5.00,"3,149.18","3,149.18 ", 06/01/19, 05/31/21, 06/01/19,,-1454,,Current,Y,Y
6-6C,t0015819,0.00,5.00,% Owed-month,5.00,"3,149.18",0.00 , 08/31/19, 08/31/21, 08/31/19,,-1457,,Applicant,N,N
6-6E,t0008047,"1,420.37",5.00,% Monthly Rent,5.00,"3,553.86","1,379.00 ", 03/30/16, 03/31/18, 03/30/16, 9/4/17,17,,Past,Y,N
6-6E,t0011934,0.00,5.00,% Owed-month,5.00,"3,553.86",0.00 , 11/30/17, 11/30/19, 11/30/17,,-1436,,Applicant,N,N
6-6E,t0012249,0.00,5.00,% Owed-month,5.00,"3,553.86",0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
6-6E,t0012415,0.00,5.00,% Owed-month,5.00,"3,553.86",0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
6-6E,t0012456,0.00,5.00,% Owed-month,5.00,"3,553.86",0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
6-6E,t0012484,0.00,5.00,% Owed-month,5.00,"3,553.86",0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
6-6E,t0012479,"1,615.95",5.00,% Monthly Rent,5.00,"3,553.86","3,553.86 ", 03/01/18, 02/28/19, 03/01/18, 8/6/18,5,,Past,Y,N
6-6E,t0014127,"1,603.21",50.00,Flat Amount,5.00,"3,553.86","2,151.54 ", 09/11/18, 09/30/20, 09/11/18,,-1445,,Current,N,Y
6-6G,t0007991,"1,432.92",50.00,Flat Amount,5.00,"2,178.44","2,147.17 ", 03/01/20, 02/28/21, 02/26/16,,-1414, 01/21/20,Current,Y,Y
6-6H,t0016258,"1,529.00",5.00,Flat Amount,5.00,"3,100.75","3,100.75 ", 11/27/19, 11/30/21, 11/27/19,,-1460,,Current,Y,Y
6-6I,t0008086,"1,447.97",5.00,% Monthly Rent,5.00,"2,880.08","2,079.16 ", 03/30/16, 03/31/18, 03/30/16, 2/2/18,22,,Past,Y,N
