Unit,Rent,Legal_Rent,Deposit,Lease _From,Lease_To,Move_In,Is_Past
1-1A,"1,791.00","3,525.59",0.00 , 10/31/15, 10/31/17, 10/31/15,1
1-1A,"1,720.00","3,525.59","3,439.60 ", 03/01/19, 02/28/21, 02/24/17,0
1-1C,"1,889.00","4,569.38",0.00 , 03/31/16, 03/31/18, 03/31/16,1
1-1C,"1,829.00","4,569.38","4,569.38 ", 05/29/18, 05/31/20, 05/29/18,0
1-1E,0.00,"4,092.53",0.00 , 01/31/19, 01/31/21, 01/31/19,0
1-1E,"1,675.00","4,092.53","4,092.53 ", 02/25/19, 02/28/21, 02/25/19,0
1-1E,"3,158.41","4,092.53",0.00 , 02/28/19, 02/28/21, 02/28/19,0
1-1E,0.00,"4,092.53",0.00 , 03/31/19, 03/31/21, 03/31/19,0
1-2A,"2,481.75","3,406.15",, 04/27/15, 04/30/17, 04/27/15,1
1-2A,"1,785.00","3,406.15","3,257.91 ", 05/01/19, 04/30/21, 04/28/15,0
1-2C,"1,370.00","1,606.12","1,606.12 ", 08/01/19, 07/31/21, 07/10/17,0
1-2E,"1,650.00","2,596.10","2,596.10 ", 07/01/18, 06/30/20, 07/01/16,0
1-2F,"1,815.00","3,893.10","2,549.00 ", 05/01/18, 04/30/20, 05/01/16,0
1-2F,"1,875.00","3,893.10","3,649.00 ", 05/01/18, 04/30/20, 05/01/18,0
1-3A,"1,659.00","2,528.98","2,467.30 ", 04/01/19, 03/31/21, 03/24/17,0
1-3B,"1,950.00","3,210.78","2,333.75 ", 07/01/19, 06/30/21, 07/01/15,0
1-3E,0.00,"3,710.89",0.00 , 06/05/17, 06/30/19, 06/05/17,1
1-3E,"1,802.50","3,710.89","3,620.38 ", 03/01/20, 02/28/22, 02/28/18,0
1-4A,"1,828.25","2,664.11","2,664.11 ", 08/23/18, 08/31/20, 08/23/18,0
1-4C,0.00,"5,381.15",, 02/29/16, 02/28/18, 02/29/16,1
1-4C,"1,889.00","5,381.15",0.00 , 04/01/18, 03/31/20, 03/28/16,0
1-4C,"2,050.00","5,381.15","5,381.15 ", 09/24/18, 09/30/20, 09/24/18,0
1-4E,0.00,"3,500.58",0.00 , 11/30/18, 11/30/20, 11/30/18,0
1-4E,"1,675.00","3,500.58","3,500.58 ", 02/28/19, 02/28/21, 02/28/19,0
1-4F,"1,850.00","3,492.48",0.00 , 07/14/17, 07/31/19, 07/14/17,1
1-4F,0.00,"3,492.48",0.00 , 01/31/19, 01/31/21, 01/31/19,0
1-4F,"1,992.43","3,492.48","3,492.48 ", 02/01/19, 01/31/21, 02/01/19,0
1-5A,0.00,"3,437.75",, 04/30/15, 04/30/17, 04/30/15,1
1-5A,"1,699.00","3,437.75",0.00 , 05/09/15, 05/31/17, 05/09/15,1
1-5A,"1,835.00","3,437.75",0.00 , 11/29/17, 11/30/19, 11/29/17,1
1-5A,0.00,"3,437.75",0.00 , 12/31/19, 12/31/21, 12/31/19,0
1-5D,"1,499.00","2,100.07","2,069.03 ", 11/01/18, 10/31/19, 11/01/16,1
1-5D,"1,525.00","2,100.07","2,100.07 ", 11/08/19, 11/30/21, 11/08/19,0
1-5E,"1,625.00","2,317.79",0.00 , 06/28/18, 06/30/19, 06/28/18,1
1-5E,"1,650.00","2,317.79","2,317.79 ", 03/08/19, 03/31/21, 03/08/19,0
1-5G,"1,845.00","3,521.59","3,452.54 ", 07/01/18, 06/30/20, 07/01/16,0
1-6A,"1,665.00","3,159.19","3,159.19 ", 03/01/19, 02/28/21, 02/25/17,0
1-6D,"1,385.00","2,087.59","2,087.59 ", 04/01/19, 03/31/21, 03/27/15,0
1-6E,"1,685.27","2,106.25",0.00 , 10/06/15, 10/31/17, 10/06/15,1
1-6E,0.00,"2,106.25",0.00 , 12/31/17, 12/31/19, 12/31/17,1
1-6E,0.00,"2,106.25",0.00 , 03/31/18, 03/31/20, 03/31/18,0
1-6E,0.00,"2,106.25",0.00 , 04/30/18, 04/30/20, 04/30/18,0
1-6E,"1,739.67","2,106.25","2,106.25 ", 05/25/18, 05/31/20, 05/25/18,0
1-6E,0.00,"2,106.25",0.00 , 06/01/18, 05/31/20, 06/01/18,0
1-6E,0.00,"2,106.25",0.00 , 06/01/18, 05/31/20, 06/01/18,0
1-HOUSE,0.00,,0.00 , 01/01/20,, 01/01/20,1
1-L1,"1,752.07","2,560.93",, 05/30/16, 05/31/18, 05/30/16,1
1-L1,"1,575.00","2,560.93",0.00 , 05/01/18, 04/30/19, 04/30/16,1
1-L1,"1,575.00","2,560.93","2,560.93 ", 06/01/19, 05/31/20, 06/01/19,0
1-L3,750.75,"2,182.09","2,128.87 ", 04/01/20, 03/31/22, 03/17/18,0
1-PARK,0.00,,0.00 , 08/01/17, 07/31/18, 07/12/16,1
1-PARK,200.00,,0.00 , 02/08/19, 02/29/20, 02/08/19,0
1-PARK,0.00,,0.00 , 03/29/19, 03/31/20, 03/29/19,0
1-PARK,0.00,,20.00 , 10/01/19, 09/30/21, 09/20/18,0
1-PARK,0.00,,0.00 , 03/01/20, 02/28/21, 02/28/19,0
1-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
4-1C,0.00,"2,947.98",0.00 , 05/31/16, 05/31/18, 05/31/16,1
4-1C,"1,775.00","2,947.98",0.00 , 06/18/16, 06/30/18, 06/18/16,1
4-1C,0.00,"2,947.98",0.00 , 07/31/18, 07/31/20, 07/31/18,0
4-1C,"1,699.00","2,947.98","2,911.98 ", 09/26/18, 09/30/20, 09/26/18,0
4-1C,0.00,"2,947.98",0.00 , 09/30/18, 09/30/20, 09/30/18,0
4-1C,0.00,"2,947.98",0.00 , 09/30/18, 09/30/20, 09/30/18,0
4-1C,0.00,"2,947.98",0.00 , 03/31/19, 03/31/21, 03/31/19,0
4-1C,"1,715.00","2,947.98","2,947.98 ", 04/01/19, 03/31/21, 04/01/19,0
4-1J,0.00,"4,241.09",0.00 , 03/31/18, 03/31/20, 03/31/18,0
4-1J,0.00,"4,241.09",0.00 , 04/30/18, 04/30/20, 04/30/18,0
4-1J,0.00,"4,241.09",0.00 , 05/31/18, 05/31/20, 05/31/18,0
4-1J,"1,677.87","4,241.09","3,000.00 ", 06/27/18, 06/30/20, 06/27/18,0
4-1J,0.00,"4,241.09",0.00 , 06/30/18, 06/30/20, 06/30/18,0
4-1K,"1,725.00","2,789.88","2,789.88 ", 12/01/18, 11/30/20, 11/27/15,0
4-1N,0.00,"3,183.79",0.00 , 01/31/16, 01/31/18, 01/31/16,1
4-1N,0.00,"3,183.79",0.00 , 03/31/16, 03/31/18, 03/31/16,1
4-1N,"1,741.95","3,183.79","2,861.63 ", 04/29/16, 04/30/18, 04/29/16,1
4-1N,"1,940.00","3,183.79","3,183.79 ", 07/12/18, 07/31/20, 07/12/18,0
4-1R,960.00,"2,842.13","1,454.00 ", 02/01/16, 01/31/17, 01/07/15,1
4-1R,"1,116.03","2,842.13","2,842.13 ", 04/01/19, 03/31/20, 04/01/16,0
4-1S,"2,225.00","3,568.63","3,829.75 ", 04/01/19, 03/31/21, 04/01/15,0
4-2C,0.00,"3,676.68",0.00 , 06/30/18, 06/30/20, 06/30/18,0
4-2C,0.00,"3,676.68",0.00 , 06/30/18, 06/30/20, 06/30/18,0
4-2C,"1,686.01","3,676.68","2,729.00 ", 08/15/18, 08/31/20, 08/15/18,0
4-2C,0.00,"3,676.68",0.00 , 08/31/18, 08/31/20, 08/31/18,0
4-2F,"1,485.00","2,679.62","2,679.62 ", 04/01/19, 03/31/21, 04/01/15,0
4-2K,0.00,"3,675.80",0.00 , 09/30/17, 09/30/19, 09/30/17,1
4-2K,0.00,"3,675.80",0.00 , 10/31/17, 10/31/19, 10/31/17,1
4-2K,"1,669.73","3,675.80","3,675.80 ", 01/01/20, 12/31/21, 12/30/17,0
4-2N,0.00,,0.00 , 05/31/16, 05/31/18, 05/31/16,1
4-2N,0.00,,0.00 , 05/31/16, 05/31/18, 05/31/16,1
4-2N,"1,785.00",,"3,923.82 ", 06/01/18, 05/31/20, 05/27/16,0
4-2N,0.00,,"3,923.82 ", 02/12/20, 02/28/21, 02/12/20,0
4-2R,0.00,"2,745.37",, 02/28/15, 02/28/17, 02/28/15,1
4-2R,"1,415.00","2,745.37",0.00 , 02/28/15, 02/28/17, 02/28/15,1
4-2R,"1,420.00","2,745.37","2,678.41 ", 04/01/19, 03/31/21, 04/01/17,0
4-3B,0.00,"3,472.25","(3,751.32)", 07/31/16, 07/31/18, 07/31/16,1
4-3B,0.00,"3,472.25",0.00 , 10/31/16, 10/31/18, 10/31/16,1
4-3B,"2,065.00","3,472.25","3,472.25 ", 12/01/18, 11/30/20, 12/01/16,0
4-3C,"1,745.00","3,047.22","3,047.22 ", 09/01/18, 08/31/20, 09/01/16,0
4-3D,"1,200.00","2,296.84",952.52 , 08/01/16, 07/31/18, 08/01/16,1
4-3D,"1,759.00","2,296.84","2,296.84 ", 04/01/19, 03/31/21, 04/01/19,0
4-3F,"1,609.00","2,435.23","2,435.23 ", 06/25/16, 06/30/18, 06/25/16,1
4-3F,"1,775.00","2,435.23","2,435.23 ", 05/31/17, 05/31/19, 05/31/17,1
4-3F,"1,864.82","2,435.23","2,435.23 ", 10/24/17, 10/31/19, 10/24/17,1
4-3H,0.00,"4,397.05",, 03/31/15, 03/31/17, 03/31/15,1
4-3H,0.00,"4,397.05",0.00 , 08/31/15, 08/31/17, 08/31/15,1
4-3H,"2,050.00","4,397.05","3,964.60 ", 10/01/16, 09/30/18, 09/19/15,1
4-3H,"2,163.00","4,397.05","4,397.05 ", 08/01/18, 07/31/20, 08/01/18,0
4-3J,"1,657.27","3,833.53",0.00 , 06/27/16, 06/30/18, 06/27/16,1
4-3J,"1,629.00","3,833.53","3,258.00 ", 08/01/18, 07/31/20, 08/01/18,0
4-3J,"1,677.87","3,833.53","3,258.00 ", 01/01/19, 12/31/20, 01/01/19,0
4-3K,0.00,"2,922.93",0.00 , 12/31/15, 12/31/17, 12/31/15,1
4-3K,0.00,"2,922.93",0.00 , 03/31/16, 03/31/18, 03/31/16,1
4-3K,0.00,"2,922.93",0.00 , 05/31/16, 05/31/18, 05/31/16,1
4-3K,"1,655.00","2,922.93",0.00 , 06/01/16, 05/31/18, 06/01/16,1
4-3K,"1,677.87","2,922.93","2,922.93 ", 07/06/18, 07/31/20, 07/06/18,0
4-3L,"1,550.00","3,046.27",0.00 , 02/27/17, 02/28/19, 02/27/17,1
4-3L,"1,625.00","3,046.27","3,046.27 ", 07/01/18, 06/30/20, 07/01/18,0
4-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
4-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
4-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
5-1C,"2,489.31","2,796.30","2,348.41 ", 04/15/15, 04/30/17, 04/15/15,1
5-1C,0.00,"2,796.30",, 05/31/17, 05/31/19, 05/31/17,1
5-1C,0.00,"2,796.30",, 06/30/17, 06/30/19, 06/30/17,1
5-1C,0.00,"2,796.30",, 06/30/17, 06/30/19, 06/30/17,1
5-1C,0.00,"2,796.30",, 06/30/17, 06/30/19, 06/30/17,1
5-1C,"1,455.00","2,796.30","2,796.30 ", 07/01/19, 06/30/21, 06/22/17,0
5-1E,"1,450.00","4,219.83","4,240.50 ", 06/01/17, 05/31/18, 05/30/15,1
5-1E,"1,399.00","4,219.83","4,219.83 ", 08/09/18, 08/31/20, 08/09/18,0
5-1E,0.00,"4,219.83",, 08/31/18, 08/31/20, 08/31/18,0
5-1G,0.00,"3,809.83",, 09/30/16, 09/30/18, 09/30/16,1
5-1G,0.00,"3,809.83",, 02/28/17, 02/28/19, 02/28/17,1
5-1G,0.00,"3,809.83",, 02/28/17, 02/28/19, 02/28/17,1
5-1G,"1,775.00","3,809.83","3,716.91 ", 04/01/19, 03/31/21, 03/29/17,0
5-1H,"1,708.50","2,592.98","2,095.08 ", 02/29/16, 02/28/18, 02/29/16,1
5-1H,"1,650.00","2,592.98",0.00 , 03/01/18, 02/28/19, 02/25/17,1
5-1H,"1,799.00","2,592.98","2,592.98 ", 04/01/19, 03/31/21, 04/01/19,0
5-1J,0.00,"4,752.93",, 01/31/16, 01/31/18, 01/31/16,1
5-1J,"1,699.00","4,752.93",0.00 , 03/29/16, 03/31/18, 03/29/16,1
5-1J,0.00,"4,752.93",, 03/31/16, 03/31/18, 03/31/16,1
5-1J,0.00,"4,752.93",, 03/31/16, 03/31/18, 03/31/16,1
5-1J,"1,659.00","4,752.93","3,411.00 ", 06/01/19, 05/31/21, 05/30/18,0
5-2B,"1,965.00","2,716.20","2,716.20 ", 09/01/18, 08/31/20, 08/27/16,0
5-2C,0.00,"4,041.28",, 11/30/15, 11/30/17, 11/30/15,1
5-2C,0.00,"4,041.28",, 11/30/15, 11/30/17, 11/30/15,1
5-2C,"1,699.00","4,041.28","1,767.39 ", 11/01/19, 10/31/21, 11/01/15,0
5-2D,"1,751.49","2,862.09","2,792.28 ", 01/01/20, 12/31/21, 01/01/18,0
5-2J,"1,665.63","3,851.56","3,444.54 ", 02/27/16, 02/28/18, 02/27/16,1
5-2J,"1,834.86","3,851.56",0.00 , 04/23/16, 04/30/18, 04/23/16,1
5-2J,"1,749.99","3,851.56","2,757.62 ", 02/01/20, 01/31/22, 01/25/18,0
5-2K,"1,750.00","3,000.96","2,927.77 ", 06/17/17, 06/30/19, 06/17/17,1
5-2K,"1,914.06","3,000.96","2,927.77 ", 12/26/17, 12/31/19, 12/26/17,1
5-2K,0.00,"3,000.96",, 12/31/17, 12/31/19, 12/31/17,1
5-2K,"1,861.97","3,000.96","2,728.10 ", 03/01/20, 02/28/22, 02/26/18,0
5-3D,0.00,"3,584.63",, 06/30/16, 06/30/18, 06/30/16,1
5-3D,0.00,"3,584.63",, 06/30/16, 06/30/18, 06/30/16,1
5-3D,0.00,"3,584.63",, 08/31/16, 08/31/18, 08/31/16,1
5-3D,0.00,"3,584.63",, 08/31/16, 08/31/18, 08/31/16,1
5-3D,"1,690.00","3,584.63","3,414.48 ", 09/01/18, 08/31/20, 08/31/16,0
5-3J,"1,700.00","2,978.30","2,978.30 ", 09/01/18, 08/31/20, 08/22/16,0
5-3K,0.00,"2,871.40",, 11/30/16, 11/30/18, 11/30/16,1
5-3K,"1,699.00","2,871.40","2,801.37 ", 02/01/19, 01/31/21, 01/27/17,0
5-4C,0.00,"2,986.65",, 08/31/17, 08/31/19, 08/31/17,1
5-4C,0.00,"2,986.65",, 08/31/17, 08/31/19, 08/31/17,1
5-4C,0.00,"2,986.65",, 08/31/17, 08/31/19, 08/31/17,1
5-4C,"1,470.00","2,986.65",0.00 , 09/01/17, 08/31/19, 09/01/17,1
5-4C,"1,601.25","2,986.65","2,986.65 ", 09/23/19, 09/30/20, 09/23/19,0
5-4C,0.00,"2,986.65",0.00 , 09/30/19, 09/30/21, 09/30/19,0
5-4C,0.00,"2,986.65",0.00 , 09/30/19, 09/30/21, 09/30/19,0
5-4D,0.00,"5,061.74",, 06/30/18, 06/30/20, 06/30/18,0
5-4D,"1,673.95","5,061.74","3,298.00 ", 08/15/18, 08/31/20, 08/15/18,0
5-4D,0.00,"5,061.74",, 08/31/18, 08/31/20, 08/31/18,0
5-4E,"1,399.00","2,815.58","2,815.58 ", 04/08/19, 04/30/21, 04/08/19,0
5-4G,"2,436.21","3,818.09",0.00 , 02/01/19, 01/31/21, 02/01/19,0
5-4G,0.00,"3,818.09",0.00 , 07/31/19, 07/31/21, 07/31/19,0
5-4H,"1,723.58","3,486.04","3,486.04 ", 04/01/20, 03/31/21, 03/28/18,0
5-4J,0.00,"5,862.22",, 04/30/19, 04/30/21, 04/30/19,0
5-4J,0.00,"5,862.22",, 05/31/19, 05/31/21, 05/31/19,0
5-4J,"1,825.00","5,862.22","5,862.22 ", 05/31/19, 05/31/21, 05/31/19,0
5-4K,"1,899.00","2,500.74","2,500.74 ", 06/10/19, 06/30/21, 06/10/19,0
5-5A,"1,750.00","2,215.44","1,550.00 ", 02/01/16, 01/31/17, 01/22/15,1
5-5A,0.00,"2,215.44",, 02/28/17, 02/28/19, 02/28/17,1
5-5A,0.00,"2,215.44",, 03/31/17, 03/31/19, 03/31/17,1
5-5A,"1,996.87","2,215.44","2,161.40 ", 04/01/19, 03/31/21, 03/31/17,0
5-5B,"2,098.95","2,556.22","2,556.22 ", 01/31/18, 01/31/20, 01/31/18,1
5-5B,0.00,"2,556.22","2,556.22 ", 01/21/20, 01/31/22, 01/21/20,0
5-5H,"1,729.00","3,321.71","2,887.16 ", 01/28/16, 01/31/18, 01/28/16,1
5-5H,"1,759.50","3,321.71","3,321.71 ", 03/13/18, 03/31/20, 03/13/18,0
5-5J,"1,900.00","3,334.87","3,334.87 ", 01/16/20, 01/31/22, 01/16/20,0
5-5K,"1,665.00","2,736.65","2,583.13 ", 07/01/18, 06/30/20, 07/01/16,0
5-6B,"1,958.35","2,787.68","2,590.18 ", 04/01/18, 03/31/19, 04/01/18,1
5-6B,"1,899.00","2,787.68","2,787.68 ", 03/20/19, 03/31/21, 03/20/19,0
5-6E,"1,355.00","2,644.81","1,155.00 ", 05/01/19, 04/30/20, 04/30/15,0
5-6F,"3,476.80","4,472.86",, 01/14/14, 01/31/16, 01/14/18,1
5-6F,"1,775.00","4,472.86","3,476.80 ", 02/01/17, 01/31/19, 02/01/15,1
5-6F,"1,859.15","4,472.86","4,363.77 ", 03/01/20, 02/28/22, 02/22/18,0
5-6H,"1,637.48","1,631.37","1,738.11 ", 08/01/18, 07/31/20, 07/28/16,0
5-7A,0.00,"3,757.05",, 07/31/15, 07/31/17, 07/31/15,1
5-7A,0.00,"3,757.05",, 07/31/15, 07/31/17, 07/31/15,1
5-7A,"1,470.85","3,757.05",0.00 , 09/08/15, 09/30/16, 09/08/15,1
5-7A,0.00,"3,757.05",, 10/30/15, 10/31/17, 10/30/15,1
5-7A,0.00,"3,757.05",, 10/31/15, 10/31/17, 10/31/15,1
5-7A,"2,325.00","3,757.05","2,808.55 ", 11/01/19, 10/31/21, 11/01/15,0
5-7C,"1,425.00","3,166.59","3,089.36 ", 04/01/19, 03/31/21, 03/30/16,0
5-7D,0.00,,"2,936.95 ", 01/17/20, 01/31/22, 01/17/20,0
5-7E,"1,415.00","3,107.97","3,032.17 ", 03/01/19, 02/28/21, 03/01/15,0
5-7F,"1,830.00","4,068.92","3,989.14 ", 05/01/18, 04/30/20, 05/01/16,0
5-7J,"1,650.00","2,825.28","2,825.28 ", 02/01/19, 01/31/21, 01/28/17,0
5-7K,"1,925.00","3,017.03","2,836.15 ", 04/01/19, 03/31/20, 03/26/16,0
5-8D,"1,749.97","2,623.58","2,623.58 ", 12/24/18, 12/31/20, 12/24/18,0
5-8E,"2,863.65","4,652.05","1,454.00 ", 04/01/16, 03/31/17, 04/01/16,1
5-8E,"1,450.00","4,652.05","4,652.05 ", 05/01/19, 04/30/20, 05/01/17,0
5-9A,0.00,"2,844.93",, 10/31/17, 10/31/19, 10/31/17,1
5-9A,0.00,"2,844.93",, 10/31/17, 10/31/19, 10/31/17,1
5-9A,"1,960.00","2,844.93","2,660.70 ", 12/01/19, 11/30/21, 11/27/17,0
5-9B,"2,624.63","3,886.35",, 11/30/17, 11/30/19, 11/30/17,1
5-9B,"2,075.00","3,886.35","3,791.56 ", 01/01/20, 12/31/21, 12/28/17,0
5-9C,"1,425.00","2,057.34","2,057.34 ", 06/01/18, 05/31/20, 05/13/16,0
5-9D,0.00,"3,242.22",, 04/30/17, 04/30/19, 04/30/17,1
5-9D,0.00,"3,242.22",, 04/30/17, 04/30/19, 04/30/17,1
5-9D,"1,707.57","3,242.22",0.00 , 06/30/17, 06/30/19, 06/30/17,1
5-9D,0.00,"3,242.22",, 06/30/17, 06/30/19, 06/30/17,1
5-9D,"1,675.00","3,242.22","3,242.22 ", 08/18/18, 08/31/20, 08/18/18,0
5-9E,"1,525.00","4,490.78","4,490.78 ", 09/30/19, 09/30/21, 09/30/19,0
5-9H,0.00,"3,656.30",, 02/28/17, 02/28/19, 02/28/17,1
5-9H,0.00,"3,656.30",, 03/31/17, 03/31/19, 03/31/17,1
5-9H,0.00,"3,656.30",, 03/31/17, 03/31/19, 03/31/17,1
5-9H,0.00,"3,656.30",, 03/31/17, 03/31/19, 03/31/17,1
5-9H,"1,725.00","3,656.30","3,475.10 ", 04/01/19, 03/31/20, 03/30/17,0
5-9J,"1,691.25","4,275.95","4,275.95 ", 03/20/18, 03/31/20, 03/20/18,0
5-9J,0.00,"4,275.95",, 03/31/18, 03/31/20, 03/31/18,0
5-9K,"1,825.00","4,090.07","1,825.00 ", 10/01/18, 09/30/20, 10/01/16,0
5-SCQ,0.00,,, 07/01/15,, 07/01/15,1
5-SCQ,0.00,,, 01/01/16,, 01/01/16,1
5-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
5-VER,0.00,,, 01/01/18,, 01/01/18,1
6-1C,"2,225.00","3,339.77","3,339.77 ", 03/01/19, 02/28/21, 03/01/15,0
6-1D,0.00,"3,886.12",0.00 , 03/31/17, 03/31/19, 03/31/17,1
6-1D,"1,625.00","3,886.12","2,000.00 ", 05/01/19, 04/30/21, 04/07/17,0
6-1D,0.00,"3,886.12",0.00 , 08/31/19, 08/31/21, 08/31/19,0
6-1D,"1,699.00","3,886.12","3,398.00 ", 10/16/19, 10/31/21, 10/16/19,0
6-1E,"1,570.75","3,263.16","3,263.16 ", 01/30/19, 01/31/21, 01/30/19,0
6-1E,0.00,"3,263.16",0.00 , 01/31/19, 01/31/21, 01/31/19,0
6-1E,0.00,"3,263.16",0.00 , 01/31/19, 01/31/21, 01/31/19,0
6-1I,"1,499.00","2,061.78","2,061.78 ", 09/27/19, 09/30/21, 09/27/19,0
6-1J,"1,560.00","3,632.24","3,269.31 ", 07/14/16, 07/31/18, 07/14/16,1
6-1J,0.00,"3,632.24",0.00 , 07/31/16, 07/31/18, 07/31/16,1
6-1J,0.00,"3,632.24",0.00 , 12/31/18, 12/31/20, 12/31/18,0
6-1J,"2,272.26","3,632.24",0.00 , 01/31/19, 01/31/21, 01/31/19,0
6-1J,"1,579.00","3,632.24","3,158.00 ", 02/25/19, 02/28/21, 02/25/19,0
6-1L,"2,026.01","2,773.40","2,773.40 ", 02/23/18, 02/29/20, 02/23/18,0
6-2E,0.00,"3,207.43",, 10/31/15, 10/31/17, 10/31/15,1
6-2E,0.00,"3,207.43",, 10/31/15, 10/31/17, 10/31/15,1
6-2E,"1,474.98","3,207.43","3,207.43 ", 11/01/19, 10/31/21, 10/29/15,0
6-2G,"1,599.00","1,899.61","1,899.61 ", 10/09/18, 10/31/20, 10/09/18,0
6-2H,"1,526.23","2,901.37","2,901.37 ", 01/01/20, 12/31/21, 12/24/15,0
6-2J,0.00,"4,212.46",0.00 , 07/31/18, 07/31/20, 07/31/18,0
6-2J,"1,603.00","4,212.46","4,176.46 ", 09/12/18, 09/30/19, 09/12/18,1
6-2J,"1,599.00","4,212.46","3,198.00 ", 05/31/19, 05/31/21, 05/31/19,0
6-2K,"2,715.99","3,023.59","1,429.00 ", 05/27/16, 05/31/18, 05/27/16,1
6-2K,"1,582.57","3,023.59","3,023.59 ", 07/19/18, 07/31/20, 07/19/18,0
6-2M,0.00,"2,061.78",0.00 , 01/31/19, 01/31/21, 01/31/19,0
6-2M,"1,646.97","2,061.78","2,061.78 ", 02/01/19, 01/31/21, 02/06/19,0
6-2N,"1,475.00","2,910.43","2,783.76 ", 03/01/20, 02/28/22, 02/27/16,0
6-3A,0.00,"3,914.96",, 10/31/15, 10/31/17, 10/31/15,1
6-3A,0.00,"3,914.96",, 10/31/15, 10/31/17, 10/31/15,1
6-3A,"1,395.00","3,914.96","3,407.56 ", 02/01/18, 01/31/20, 01/22/16,1
6-3A,"1,499.00","3,914.96","3,914.96 ", 09/27/19, 09/30/21, 09/27/19,0
6-3A,0.00,"3,914.96",0.00 , 09/30/19, 09/30/21, 09/30/19,0
6-3C,"1,527.25","1,645.33","1,645.33 ", 01/01/20, 12/31/21, 12/17/15,0
6-3E,0.00,"3,130.22",, 06/30/15, 06/30/17, 06/30/15,1
6-3E,0.00,"3,130.22",, 09/30/15, 09/30/17, 09/30/15,1
6-3E,"1,449.00","3,130.22",0.00 , 10/13/15, 10/31/17, 10/13/15,1
6-3E,0.00,"3,130.22",, 10/31/15, 10/31/17, 10/31/15,1
6-3E,0.00,"3,130.22",, 10/31/15, 10/31/17, 10/31/15,1
6-3E,0.00,"3,130.22",0.00 , 12/31/17, 12/31/19, 12/31/17,1
6-3E,"1,616.76","3,130.22","3,083.96 ", 02/01/20, 01/31/21, 01/20/18,0
6-3H,0.00,"2,455.52",, 04/30/16, 04/30/18, 04/30/16,1
6-3H,"1,599.00","2,455.52","2,455.52 ", 06/01/18, 05/31/20, 05/25/16,0
6-3L,0.00,,0.00 , 01/31/17, 01/31/19, 01/31/17,1
6-3L,0.00,,0.00 , 03/31/17, 03/31/19, 03/31/17,1
6-3L,0.00,,0.00 , 06/30/17, 06/30/19, 06/30/17,1
6-3L,0.00,,0.00 , 06/30/17, 06/30/19, 06/30/17,1
6-3L,0.00,,0.00 , 07/31/17, 07/31/19, 07/31/17,1
6-3L,0.00,,0.00 , 07/31/17, 07/31/19, 07/31/17,1
6-3L,0.00,,"4,025.96 ", 08/18/17, 08/31/18, 08/18/17,1
6-3L,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
6-3L,"1,955.97",,"4,025.96 ", 09/27/18, 09/30/20, 09/27/18,0
6-3M,"1,585.00","3,718.54","3,645.63 ", 09/01/18, 08/31/20, 08/30/16,0
6-3N,"1,625.00","3,011.63","2,952.58 ", 06/01/18, 05/31/20, 05/26/16,0
6-4B,"1,529.00","2,269.61","2,163.25 ", 08/01/16, 07/31/18, 08/01/16,1
6-4B,"1,580.00","2,269.61","2,214.25 ", 09/01/19, 08/31/21, 09/01/17,0
6-4F,"1,330.00","1,650.86",422.54 , 06/07/18, 06/30/20, 06/07/18,0
6-4I,0.00,"3,030.71",, 01/31/16, 01/31/18, 01/31/16,1
6-4I,0.00,"3,030.71",, 02/29/16, 02/28/18, 02/29/16,1
6-4I,0.00,"3,030.71",, 02/29/16, 02/28/18, 02/29/16,1
6-4I,0.00,"3,030.71",, 02/29/16, 02/28/18, 02/29/16,1
6-4I,"1,385.00","3,030.71","3,030.71 ", 03/01/18, 02/29/20, 03/01/16,0
6-4K,0.00,"2,124.76",, 09/30/15, 09/30/17, 09/30/15,1
6-4K,"1,618.93","2,124.76","2,093.36 ", 11/01/19, 10/31/20, 10/14/15,0
6-4L,"1,999.00","3,520.37","3,167.61 ", 03/21/16, 03/31/18, 03/21/16,1
6-4L,0.00,"3,520.37",0.00 , 08/31/16, 08/31/18, 08/31/16,1
6-4L,"1,914.00","3,520.37",0.00 , 09/10/16, 09/30/18, 09/10/16,1
6-4L,0.00,"3,520.37",0.00 , 09/30/18, 09/30/20, 09/30/18,0
6-4L,"1,950.00","3,520.37","3,520.37 ", 11/01/18, 10/31/20, 11/01/18,0
6-4N,"1,799.00","2,170.93","1,947.00 ", 09/01/19, 08/31/20, 08/29/18,0
6-5D,0.00,"2,827.60",0.00 , 12/31/16, 12/31/18, 12/31/16,1
6-5D,0.00,"2,827.60",0.00 , 03/31/17, 03/31/19, 03/31/17,1
6-5D,"1,585.00","2,827.60","2,827.60 ", 09/01/18, 08/31/20, 08/28/17,0
6-5E,0.00,"2,789.50","2,789.50 ", 06/01/19, 05/31/21, 06/01/19,0
6-5F,"1,582.52","3,357.39",0.00 , 07/30/16, 07/31/18, 07/30/16,1
6-5F,0.00,"3,357.39",0.00 , 11/30/18, 11/30/20, 11/30/18,0
6-5F,"1,646.97","3,357.39","3,357.37 ", 12/28/18, 12/31/20, 12/28/18,0
