Unit,Rent,Legal_Rent,Deposit,Lease _From,Lease_To,Move_In,Is_Past
11-6A,"1,354.22","1,354.21","1,354.21 ", 09/01/18, 08/31/20, 08/19/16,0
11-6B,0.00,"3,302.70",0.00 , 05/31/15, 05/31/17, 05/31/15,1
11-6B,"1,625.00","3,302.70","3,302.70 ", 08/01/18, 07/31/20, 08/01/15,0
11-6D,"1,699.00","3,132.61","3,056.20 ", 06/01/19, 05/31/21, 05/30/17,0
11-6E,0.00,"2,888.90",0.00 , 01/31/18, 01/31/20, 01/31/18,1
11-6G,"1,543.97","2,869.20",0.00 , 12/01/15, 11/30/17, 12/01/15,1
11-6G,0.00,"2,869.20",0.00 , 02/28/18, 02/29/20, 02/28/18,0
11-6G,0.00,"2,869.20",0.00 , 03/31/18, 03/31/20, 03/31/18,0
11-6G,"1,699.00","2,869.20","2,869.20 ", 10/16/18, 10/31/20, 10/16/18,0
11-6H,"1,320.36","1,272.24","1,320.36 ", 03/01/19, 02/28/21, 02/16/17,0
11-SCQ,0.00,,0.00 , 03/10/15,, 03/10/15,1
11-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
11-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
11-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
11-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
11-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
11-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
11-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
11-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
11-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
012-PARK,0.00,0.00,0.00 , 06/01/16, 05/31/18, 05/13/15,1
012-PARK,0.00,0.00,, 12/01/16, 11/30/18, 11/30/15,1
012-PARK,0.00,0.00,0.00 , 01/14/17, 01/31/18, 01/14/17,1
012-PARK,0.00,0.00,, 02/01/17, 02/28/18, 02/01/17,1
012-PARK,0.00,0.00,, 02/01/17, 02/28/18, 02/01/17,1
012-PARK,0.00,0.00,, 02/01/17, 01/31/18, 02/01/17,1
012-PARK,0.00,0.00,, 02/01/17, 01/31/18, 02/01/17,1
012-PARK,0.00,0.00,, 02/01/17, 01/31/18, 02/01/17,1
012-PARK,0.00,0.00,, 02/01/17, 01/31/18, 02/01/17,1
012-PARK,0.00,0.00,0.00 , 03/04/17, 02/28/20, 03/01/17,0
012-PARK,0.00,0.00,, 04/10/17, 04/30/18, 04/10/17,1
012-PARK,0.00,0.00,0.00 , 06/01/18, 05/31/20, 05/06/16,0
012-PARK,0.00,0.00,0.00 , 07/01/18, 06/30/19, 06/08/17,1
012-PARK,0.00,0.00,0.00 , 09/14/18, 09/30/19, 09/14/18,1
012-PARK,0.00,0.00,0.00 , 03/01/19, 02/28/21, 02/21/15,0
012-PARK,0.00,0.00,0.00 , 04/25/19, 04/30/20, 04/25/19,0
012-PARK,0.00,0.00,, 05/01/19, 04/30/20, 05/01/17,0
012-PARK,0.00,0.00,0.00 , 06/17/19, 06/30/20, 06/17/19,0
012-PARK,0.00,0.00,, 07/01/19, 06/30/21, 06/09/17,0
012-PARK,0.00,0.00,0.00 , 11/01/19, 10/31/20, 11/01/19,0
012-PARK,0.00,0.00,0.00 , 12/01/19, 11/30/20, 12/01/19,0
12-02A,"2,180.62","3,058.14",0.00 , 06/24/16, 06/30/17, 06/24/16,1
12-02A,"1,950.00","3,058.14",67.97 , 07/21/17, 07/31/19, 07/21/17,1
12-02A,0.00,"3,058.14",0.00 , 07/31/18, 07/31/20, 07/31/18,0
12-02A,"2,100.00","3,058.14","3,058.14 ", 08/16/18, 08/31/20, 08/16/18,0
12-02A,0.00,"3,058.14",0.00 , 08/30/18, 08/31/20, 08/30/18,0
12-02A,0.00,"3,058.14",0.00 , 08/31/18, 08/31/20, 08/31/18,0
12-02B,900.00,"3,568.59",900.00 , 06/01/15, 05/31/16, 05/29/15,1
12-02B,0.00,"3,568.59",, 04/30/16, 04/30/18, 04/30/16,1
12-02B,0.00,"3,568.59",, 08/01/16, 07/31/18, 08/01/16,1
12-02B,"1,550.00","3,568.59",0.00 , 12/28/16, 12/31/17, 12/28/16,1
12-02B,"1,549.33","3,568.59","3,515.85 ", 02/01/20, 01/31/21, 02/01/18,0
12-02C,0.00,"3,845.80",, 12/31/16, 12/31/18, 12/31/16,1
12-02C,"1,845.00","3,845.80","3,845.80 ", 05/01/18, 04/30/20, 04/07/17,0
12-02F,0.00,"1,931.64","1,931.94 ", 01/14/20, 01/31/22, 01/14/20,0
12-02J,"2,350.00","4,272.95",(475.00), 06/20/15, 06/30/16, 06/20/15,1
12-02J,0.00,"4,272.95",, 12/31/15, 12/31/17, 12/31/15,1
12-02J,0.00,"4,272.95",, 02/29/16, 02/28/18, 02/29/16,1
12-02J,"1,750.00","4,272.95",0.00 , 04/01/18, 03/31/20, 03/25/16,0
12-02J,0.00,"4,272.95",0.00 , 07/31/19, 07/31/21, 07/31/19,0
12-02J,0.00,"4,272.95",0.00 , 08/31/19, 08/31/21, 08/31/19,0
12-02J,0.00,"4,272.95",0.00 , 08/31/19, 08/31/21, 08/31/19,0
12-02J,"1,899.00","4,272.95","4,272.95 ", 09/25/19, 09/30/21, 09/25/19,0
12-02K,0.00,"2,927.02",, 01/08/15, 01/31/17, 01/08/15,1
12-02K,0.00,"2,927.02",, 02/28/15, 02/28/17, 02/28/15,1
12-02K,0.00,"2,927.02",, 03/31/15, 03/31/17, 03/31/15,1
12-02K,0.00,"2,927.02",, 03/31/15, 03/31/17, 03/31/15,1
12-02K,"1,446.39","2,927.02","2,927.02 ", 04/01/19, 03/31/21, 03/17/15,0
12-03A,0.00,"4,779.33",, 04/30/17, 04/30/19, 04/30/17,1
12-03A,0.00,"4,779.33",, 05/30/17, 05/31/19, 05/30/17,1
12-03A,"2,025.00","4,779.33","5,129.04 ", 06/01/19, 05/31/21, 05/24/17,0
12-03C,"1,739.00","2,740.62","2,409.03 ", 08/11/15, 08/31/17, 08/11/15,1
12-03C,0.00,"2,740.62",, 12/31/15, 12/31/17, 12/31/15,1
12-03C,"1,799.00","2,740.62",0.00 , 01/01/16, 12/31/17, 01/01/16,1
12-03C,0.00,"2,740.62",, 04/30/18, 04/30/20, 04/30/18,0
12-03C,0.00,"2,740.62",, 06/30/18, 06/30/20, 06/30/18,0
12-03C,"1,955.97","2,740.62","2,740.62 ", 07/20/18, 07/31/20, 07/20/18,0
12-03D,"1,329.00","2,499.12","2,375.05 ", 03/06/15, 03/31/17, 03/06/15,1
12-03D,0.00,"2,499.12",(824.75), 09/16/15, 09/30/16, 09/16/15,1
12-03D,"1,409.38","2,499.12","2,499.12 ", 02/01/20, 01/31/22, 01/12/16,0
12-03EA,0.00,"1,382.01",, 12/31/15, 12/31/17, 12/31/15,1
12-03F,"1,499.00","6,154.34",0.00 , 05/01/16, 04/30/17, 05/01/16,1
12-03F,0.00,"6,154.34",, 05/31/16, 05/31/18, 05/31/16,1
12-03F,"5,152.80","6,154.34",, 05/31/17, 05/31/19, 05/31/17,1
12-03F,"1,700.00","6,154.34",0.00 , 06/01/17, 05/31/18, 06/01/17,1
12-03F,"1,480.00","6,154.34","4,000.00 ", 01/01/20, 12/31/21, 12/28/17,0
12-03G,"2,095.00","3,413.64","3,413.64 ", 07/01/18, 06/30/20, 06/25/16,0
12-03H,"1,543.97","2,350.54","2,350.54 ", 11/20/18, 11/30/20, 11/20/18,0
12-03K,0.00,"2,714.87",, 01/31/18, 01/31/20, 01/31/18,1
12-03K,0.00,"2,714.87",, 01/31/19, 01/31/21, 01/31/19,0
12-03K,"1,399.86","2,714.87","2,714.87 ", 02/01/20, 01/31/21, 01/24/18,0
12-03L,"1,840.00","4,952.22",0.00 , 03/01/19, 02/28/21, 02/10/17,0
12-03L,"1,899.00","4,952.22","3,798.00 ", 06/30/19, 06/30/21, 06/30/19,0
12-04E,"1,350.00","2,751.17","1,350.00 ", 01/24/15, 01/31/16, 01/24/15,1
12-04E,"1,795.87","2,751.17","2,751.17 ", 05/01/19, 04/30/21, 04/25/15,0
12-04G,"1,999.00","3,441.30","3,441.30 ", 01/01/19, 12/31/20, 01/01/19,0
12-04J,"1,859.00","5,080.76","5,452.52 ", 12/01/19, 11/30/21, 11/27/15,0
12-04M,0.00,"3,680.34",, 03/31/16, 03/31/18, 05/31/16,1
12-04M,"1,435.00","3,680.34",0.00 , 05/31/16, 05/31/18, 05/31/16,1
12-04M,0.00,"3,680.34",, 06/30/18, 06/30/20, 06/30/18,0
12-04M,0.00,"3,680.34",, 06/30/18, 06/30/20, 06/30/18,0
12-04M,"1,499.00","3,680.34",0.00 , 07/16/18, 07/31/20, 07/16/18,0
12-04M,"1,525.00","3,680.34","3,680.34 ", 02/09/19, 02/28/21, 02/09/19,0
12-05A,0.00,"2,967.28",, 10/31/16, 10/31/18, 10/31/16,1
12-05A,0.00,"2,967.28",, 11/30/16, 11/30/18, 11/30/16,1
12-05A,0.00,"2,967.28",, 11/30/16, 11/30/18, 11/30/16,1
12-05A,"2,110.00","2,967.28","2,821.44 ", 12/01/19, 11/30/21, 11/28/16,0
12-05B,"1,468.95","2,740.39",(69.99), 04/22/15, 04/30/16, 04/22/15,1
12-05B,"1,456.31","2,740.39","2,530.93 ", 05/14/16, 05/31/18, 05/14/16,1
12-05B,"1,490.00","2,740.39","2,673.55 ", 12/01/19, 11/30/21, 11/29/17,0
12-05C,0.00,"5,236.50",0.00 , 07/31/18, 07/31/20, 07/31/18,0
12-05C,"1,999.00","5,236.50","5,619.66 ", 10/01/19, 09/30/21, 09/19/18,0
12-05D,"1,615.00","5,826.90","4,554.00 ", 10/01/19, 09/30/21, 09/19/16,0
12-05E,0.00,"2,508.75","2,550.00 ", 06/12/18, 06/30/19, 06/12/18,1
12-05E,"2,096.13","2,508.75","2,451.00 ", 02/01/20, 01/31/21, 01/28/19,0
12-05G,"2,031.00","4,002.76",0.00 , 07/11/16, 07/31/18, 07/11/16,1
12-05G,0.00,"4,002.76",, 07/31/16, 07/31/18, 07/31/16,1
12-05G,0.00,"4,002.76",, 07/31/16, 07/31/18, 07/31/16,1
12-05G,0.00,"4,002.76",0.00 , 10/31/18, 10/31/20, 10/31/18,0
12-05G,"2,172.47","4,002.76","4,002.76 ", 11/24/18, 11/30/20, 11/24/18,0
12-05J,"1,999.00","3,518.75","3,776.22 ", 06/01/19, 05/31/21, 05/31/18,0
12-05K,0.00,"2,770.59",, 01/31/18, 01/31/20, 01/31/18,1
12-05K,"1,405.00","2,770.59","2,703.01 ", 03/01/19, 02/28/21, 02/23/18,0
12-05M,0.00,"2,542.11",, 03/31/16, 03/31/18, 03/31/16,1
12-05M,0.00,"2,542.11",, 03/31/16, 03/31/18, 03/31/16,1
12-05M,0.00,"2,542.11",, 03/31/16, 03/31/18, 03/31/16,1
12-05M,"1,365.00","2,542.11","2,958.19 ", 04/01/18, 03/31/20, 03/28/16,0
12-06D,"1,395.45","4,238.11",0.00 , 04/29/15, 04/30/16, 04/29/15,1
12-06D,0.00,"4,238.11",, 04/30/15, 04/30/17, 04/30/15,1
12-06D,0.00,"4,238.11",, 03/31/16, 03/31/18, 03/31/16,1
12-06D,0.00,"4,238.11",, 04/30/16, 04/30/18, 04/30/16,1
12-06D,"1,399.00","4,238.11","3,654.01 ", 04/01/18, 03/31/19, 03/30/16,1
12-06D,"1,450.00","4,238.11","4,238.11 ", 03/29/19, 03/31/21, 03/29/19,0
12-06H,"1,599.00","2,859.85","2,000.00 ", 08/15/19, 08/31/21, 08/15/19,0
12-06K,"1,415.00","3,808.54","4,087.22 ", 09/01/19, 08/31/21, 08/31/17,0
12-06L,"1,799.00","3,867.62",0.00 , 09/26/15, 09/30/17, 09/26/15,1
12-06L,0.00,"3,867.62",, 10/25/17, 10/31/19, 10/25/17,1
12-06L,0.00,"3,867.62",, 10/31/17, 10/31/19, 10/31/17,1
12-06L,"1,925.00","3,867.62",0.00 , 01/26/18, 01/31/20, 01/26/18,1
12-07B,"1,543.97","2,141.72","2,141.72 ", 09/25/18, 09/30/20, 09/25/18,0
12-07F,0.00,"2,705.75",, 09/30/17, 09/30/19, 09/30/17,1
12-07F,0.00,"2,705.75",, 10/31/17, 10/31/19, 10/31/17,1
12-07F,0.00,"2,705.75",, 10/31/17, 10/31/19, 10/31/17,1
12-07F,0.00,"2,705.75",, 11/30/17, 11/30/19, 11/30/17,1
12-07F,"1,510.68","2,705.75","2,665.76 ", 12/01/19, 11/30/20, 11/28/17,0
12-07G,"2,050.00","2,904.41","2,833.57 ", 04/01/20, 03/31/22, 03/30/18,0
12-07H,"1,416.81","4,364.52","1,844.00 ", 07/01/19, 06/30/21, 06/06/15,0
12-07L,0.00,"4,767.59",, 04/30/15, 04/30/17, 04/30/15,1
12-07L,"1,895.00","4,767.59","4,767.59 ", 06/01/18, 05/31/20, 05/29/15,0
12-07M,"1,450.00","3,077.54",0.00 , 06/23/17, 06/30/19, 06/23/17,1
12-07M,"1,549.00","3,077.54","3,077.54 ", 07/29/19, 07/31/21, 07/29/19,0
12-08A,"2,099.00","7,759.13",0.00 , 10/28/17, 10/31/19, 10/28/17,1
12-08A,"2,231.99","7,759.13","4,398.00 ", 11/25/19, 11/30/21, 11/25/19,0
12-08B,0.00,"3,912.08",, 03/31/15, 03/31/17, 03/31/15,1
12-08B,"1,515.00","3,912.08","3,912.08 ", 04/01/19, 03/31/21, 03/30/15,0
12-08C,"1,875.00","4,460.05","4,786.40 ", 03/01/19, 02/28/21, 02/24/17,0
12-08D,"1,420.00","3,930.41","1,420.00 ", 04/01/19, 03/31/21, 03/17/17,0
12-08E,0.00,"4,933.90",, 09/30/15, 09/30/17, 09/30/15,1
12-08E,0.00,"4,933.90",, 09/30/15, 09/30/17, 09/30/15,1
12-08E,0.00,"4,933.90",, 09/30/15, 09/30/17, 09/30/15,1
12-08E,0.00,"4,933.90",, 10/31/15, 10/31/17, 10/31/15,1
12-08E,0.00,"4,933.90",, 11/30/15, 11/30/17, 11/30/15,1
12-08E,"1,865.00","4,933.90","2,700.00 ", 01/01/20, 12/31/21, 12/30/15,0
12-08G,0.00,"3,418.22",, 10/15/15, 10/31/17, 10/15/15,1
12-08G,"2,035.00","3,418.22","2,594.35 ", 10/24/15, 10/31/17, 10/24/15,1
12-08G,"2,080.00","3,418.22","3,107.47 ", 12/01/19, 11/30/21, 11/30/17,0
12-08L,"1,850.00","4,594.90","4,931.11 ", 03/01/19, 02/28/21, 02/24/17,0
12-08M,0.00,"4,114.49",, 01/31/15, 01/31/17, 01/31/15,1
12-08M,"1,425.00","4,114.49",0.00 , 02/24/15, 02/29/16, 02/24/15,1
12-08M,0.00,"4,114.49",, 02/28/15, 02/28/17, 02/28/15,1
12-08M,"1,525.00","4,114.49",0.00 , 06/01/18, 05/31/19, 05/13/16,1
12-08M,"1,549.00","4,114.49","3,098.00 ", 07/29/19, 07/31/21, 07/29/19,0
12-09B,"1,470.00","3,559.23",0.00 , 04/01/18, 03/31/19, 03/07/16,1
12-09B,"1,474.88","3,559.23","3,559.23 ", 09/27/18, 09/30/20, 09/27/18,0
12-09B,0.00,"3,559.23",0.00 , 09/30/18, 09/30/20, 09/30/18,0
12-09B,0.00,"3,559.23",0.00 , 09/30/18, 09/30/20, 09/30/18,0
12-09B,0.00,"3,559.23",0.00 , 09/30/18, 09/30/20, 09/30/18,0
12-09E,0.00,"4,867.29",, 12/31/15, 12/31/17, 12/31/15,1
12-09E,"1,950.00","4,867.29",0.00 , 01/01/19, 12/31/19, 12/21/15,1
12-09F,"1,489.37","3,242.12","3,242.12 ", 08/29/18, 08/31/20, 08/29/18,0
12-09F,0.00,"3,242.12",0.00 , 08/31/18, 08/31/20, 08/31/18,0
12-09H,0.00,"2,958.98",, 09/30/15, 09/30/17, 09/30/15,1
12-09H,"1,499.00","2,958.98","2,814.90 ", 10/01/19, 09/30/21, 09/24/15,0
12-09J,"1,969.00","4,401.51","4,723.58 ", 09/01/19, 08/31/21, 08/31/17,0
12-09K,"1,468.95","1,867.20",0.00 , 06/29/17, 06/30/18, 06/29/17,1
12-09K,"1,379.00","1,867.20","1,867.20 ", 04/13/18, 04/30/20, 04/13/18,0
12-09L,"1,869.00","5,087.70","3,500.00 ", 06/01/19, 05/31/21, 05/23/15,0
12-10A,"1,999.00","3,605.78",0.00 , 07/19/16, 07/31/18, 07/19/16,1
12-10A,"2,025.00","3,605.78","3,517.83 ", 12/01/18, 11/30/20, 11/28/16,0
12-10B,"1,468.95","3,328.35","3,120.26 ", 07/01/16, 06/30/18, 07/01/16,1
12-10B,"1,471.87","3,328.35","3,328.35 ", 06/01/18, 05/31/20, 06/01/18,0
12-10E,0.00,"4,632.83",0.00 , 08/31/18, 08/31/20, 08/31/18,0
12-10E,"1,955.97","4,632.83","3,798.00 ", 10/09/18, 10/31/20, 10/09/18,0
12-10F,"1,445.00","3,142.52","2,977.09 ", 12/01/17, 11/30/19, 12/01/17,1
12-10F,"1,519.25","3,142.52","2,500.00 ", 11/20/18, 11/30/20, 11/20/18,0
12-10H,0.00,"3,922.24",, 08/31/15, 08/31/17, 08/31/15,1
12-10H,0.00,"3,922.24",, 08/31/15, 08/31/17, 08/31/15,1
12-10H,0.00,"3,922.24",, 08/31/15, 08/31/17, 08/31/15,1
12-10H,0.00,"3,922.24",, 08/31/15, 08/31/17, 08/31/15,1
12-10H,0.00,"3,922.24",, 08/31/15, 08/31/17, 08/31/15,1
12-10H,0.00,"3,922.24",, 08/31/15, 08/31/17, 08/31/15,1
12-10H,"1,470.00","3,922.24",0.00 , 09/01/17, 08/31/19, 09/01/15,1
12-10H,"1,575.00","3,922.24","3,922.44 ", 09/25/19, 09/30/21, 09/25/19,0
12-10J,0.00,"4,763.46",, 05/30/15, 05/31/17, 05/30/15,1
12-10J,0.00,"4,763.46",0.00 , 08/31/15, 08/31/16, 08/31/15,1
12-10J,"1,725.00","4,763.46",0.00 , 04/29/16, 04/30/18, 04/29/16,1
12-10J,0.00,"4,763.46",, 04/30/16, 04/30/18, 04/30/16,1
12-10J,"1,899.00","4,763.46","3,798.00 ", 05/25/18, 05/31/20, 05/25/18,0
12-10K,0.00,"2,343.74",, 09/30/16, 09/30/18, 09/30/16,1
12-10M,"1,450.00","3,650.13",0.00 , 07/24/15, 07/31/16, 07/24/15,1
12-10M,"2,214.00","3,650.13",, 07/30/15, 07/31/17, 07/30/15,1
12-10M,0.00,"3,650.13",, 07/30/15, 07/31/17, 07/30/15,1
12-10M,0.00,"3,650.13",, 07/31/15, 07/31/17, 07/31/15,1
12-10M,"1,409.00","3,650.13","2,000.00 ", 08/27/16, 08/31/18, 08/27/16,1
12-10M,0.00,"3,650.13",, 08/31/17, 08/31/19, 08/31/17,1
12-10M,"1,505.00","3,650.13","3,561.10 ", 10/01/19, 09/30/21, 09/28/17,0
12-11A,"2,025.00","2,724.12",0.00 , 07/30/15, 07/31/16, 07/30/15,1
12-11A,0.00,"2,724.12",, 08/31/16, 08/31/18, 08/31/16,1
12-11A,"1,995.00","2,724.12","2,755.51 ", 10/01/18, 09/30/20, 09/27/16,0
12-11H,"1,529.39","2,647.78","2,647.78 ", 10/01/19, 09/30/20, 09/08/17,0
12-11J,"1,749.00","5,605.00",0.00 , 12/29/15, 12/31/17, 12/29/15,1
12-11J,"2,150.00","5,605.00","5,000.00 ", 03/08/18, 03/31/19, 03/08/18,1
12-11J,0.00,"5,605.00",0.00 , 01/31/19, 01/31/21, 01/31/19,0
12-11J,0.00,"5,605.00",0.00 , 01/31/19, 01/31/21, 01/31/19,0
12-11J,"2,050.00","5,605.00","4,100.00 ", 04/23/19, 04/30/21, 04/23/19,0
12-11L,0.00,"4,801.40",, 06/30/16, 06/30/18, 06/30/16,1
12-11L,"2,105.00","4,801.40",0.00 , 07/01/19, 06/30/21, 06/28/16,0
12-12A,"2,200.00","3,129.83","3,129.83 ", 02/25/19, 02/28/21, 02/25/19,0
12-12B,"1,445.00","3,457.38",0.00 , 04/28/16, 04/30/18, 04/28/16,1
12-12B,"1,440.97","3,457.38","2,881.15 ", 05/24/18, 05/31/20, 05/24/18,0
12-12B,0.00,"3,457.38","3,457.38 ", 01/28/20, 01/31/22, 01/28/20,0
12-12D,"2,370.00","3,786.39",0.00 , 02/01/18, 01/31/20, 02/01/18,1
12-12E,"1,715.00","3,383.65","3,012.70 ", 07/31/15, 07/31/17, 07/31/15,1
12-12E,"1,783.95","3,383.65",0.00 , 03/30/16, 03/31/18, 03/30/16,1
12-12E,0.00,"3,383.65",, 03/31/16, 03/31/18, 03/31/16,1
12-12E,"1,979.00","3,383.65","3,383.65 ", 07/11/18, 07/31/20, 07/11/18,0
12-12F,"1,450.00","3,720.64",966.80 , 08/28/15, 08/31/17, 08/28/15,1
12-12F,"1,525.00","3,720.64","3,665.66 ", 12/01/19, 11/30/20, 11/09/17,0
12-12G,0.00,"4,148.96",, 12/31/15, 12/31/17, 12/31/15,1
12-12G,"2,035.00","4,148.96","3,771.78 ", 01/01/20, 12/31/21, 12/27/15,0
12-12J,"2,000.00","3,940.74","3,844.62 ", 08/23/16, 08/31/17, 08/23/16,1
12-12J,0.00,"3,940.74",, 03/31/17, 03/31/19, 03/31/17,1
12-12J,"1,860.00","3,940.74","3,844.62 ", 04/01/19, 03/31/21, 03/28/17,0
12-12K,"4,636.42","4,636.42",0.00 , 12/31/19, 12/31/21, 12/31/19,0
12-CASH,0.00,,, 01/01/16,, 01/01/16,1
12-HONES,0.00,,0.00 , 01/01/20, 12/31/25, 01/01/20,0
12-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
12-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
12-SCQ,0.00,,, 01/01/16,, 01/01/16,1
12-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
12-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
12-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
12-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
12-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
12-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
12-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
12-SCQ,0.00,,0.00 , 08/07/18,, 08/07/18,1
12-SCQ,0.00,,0.00 , 09/14/18,, 09/14/18,1
12-SCQ,0.00,,0.00 , 01/01/19,, 01/01/19,1
12-TST,0.00,,, 02/21/15, 02/29/16, 02/21/15,1
12-UNI,0.00,,, 01/01/18,, 01/01/18,1
12-UNI,0.00,,, 01/01/18,, 01/01/18,1
12-UNI,0.00,,, 01/01/18,, 01/01/18,1
12-UNI,0.00,,, 01/01/18,, 01/01/18,1
12-UNI,0.00,,, 01/01/18,, 01/01/18,1
12-UNI,0.00,,, 01/01/18,, 01/01/18,1
12-VER,0.00,,0.00 , 12/12/19,, 12/12/19,1
13-A3,"1,599.00","3,588.13",0.00 , 07/28/17, 07/31/19, 07/28/17,1
13-A3,0.00,"3,588.13","3,588.13 ", 09/25/19, 09/30/21, 09/25/19,0
13-A4,0.00,"3,545.45",, 01/31/16, 01/31/18, 01/31/16,1
13-A4,"1,575.00","3,545.45","3,545.45 ", 04/01/19, 03/31/20, 03/23/16,0
13-A6,"1,568.45","1,878.49","1,832.67 ", 04/01/19, 03/31/21, 03/05/15,0
13-B2,"1,515.00","2,572.69","2,572.69 ", 02/01/19, 01/31/21, 01/08/15,0
13-B7,0.00,"2,463.30",, 03/01/15, 02/28/17, 03/01/15,1
13-B7,0.00,"2,463.30",, 03/31/15, 03/31/17, 03/31/15,1
13-B7,"2,075.00","2,463.30","2,363.30 ", 04/01/19, 03/31/21, 04/01/15,0
13-C1,0.00,"3,011.38",0.00 , 03/31/19, 03/31/21, 03/31/19,0
13-C1,0.00,"3,011.38",0.00 , 04/30/19, 04/30/21, 04/30/19,0
13-C1,"1,599.00","3,011.38","2,515.48 ", 07/26/19, 07/31/21, 07/26/19,0
13-C4,0.00,"3,225.28",, 07/31/16, 07/31/18, 07/31/16,1
13-C4,0.00,"3,225.28",, 09/30/16, 09/30/18, 09/30/16,1
13-C4,"1,725.00","3,225.28","3,146.61 ", 01/01/19, 12/31/20, 12/30/16,0
13-C8,0.00,"3,151.52",, 11/30/16, 11/30/18, 11/30/16,1
13-C8,"1,814.25","3,151.52","3,073.07 ", 02/01/20, 01/31/21, 02/01/17,0
13-D1,"1,716.88","2,580.40",0.00 , 02/01/18, 01/31/20, 02/01/18,1
13-D3,0.00,"2,626.17",, 12/31/17, 12/31/19, 12/31/17,1
13-D3,"1,768.38","2,626.17","2,626.17 ", 01/30/18, 01/31/20, 01/30/18,1
13-D5,0.00,"2,500.22",, 11/30/17, 11/30/19, 11/30/17,1
13-D5,0.00,"2,500.22",, 11/30/17, 11/30/19, 11/30/17,1
13-D5,0.00,"2,500.22",, 11/30/17, 11/30/19, 11/30/17,1
13-D5,"1,538.04","2,500.22","2,520.22 ", 12/13/17, 12/31/19, 12/13/17,1
13-D7,"1,861.96",,"2,020.20 ", 08/25/17, 08/31/19, 08/25/17,1
13-D7,"1,455.67",,"2,020.20 ", 12/09/19, 12/31/21, 12/09/19,0
13-SCQ,0.00,,0.00 , 09/25/15,, 09/25/15,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/16,, 01/01/16,1
13-SCQ,0.00,,0.00 , 01/01/17,, 01/01/17,1
13-SCQ,0.00,,0.00 , 01/01/18,, 01/01/18,1
14-1B,"1,071.55","2,889.55","3,280.53 ", 02/01/20, 01/31/21, 01/20/17,0
14-1C,"1,415.00","4,262.33","2,539.00 ", 04/01/20, 03/31/22, 04/01/16,0
14-1D,0.00,"3,762.92",, 06/30/15, 06/30/17, 06/30/15,1
14-1D,0.00,"3,762.92",, 07/31/15, 07/31/17, 07/31/15,1
14-1D,0.00,"3,762.92",, 08/31/15, 08/31/17, 08/31/15,1
14-1D,0.00,"3,762.92",, 08/31/15, 08/31/17, 08/31/15,1
14-1D,"2,350.00","3,762.92","3,762.92 ", 09/01/19, 08/31/21, 08/24/15,0
14-1G,"1,604.13","3,070.57","3,070.57 ", 01/10/20, 01/31/22, 01/10/20,0
14-1H,"1,685.00","2,169.73","2,116.87 ", 04/01/19, 03/31/21, 03/30/17,0
14-2B,"1,574.00","2,897.64","2,536.82 ", 08/27/15, 08/31/17, 08/27/15,1
14-2B,"1,630.13","2,897.64","2,759.66 ", 08/07/17, 08/31/19, 08/07/17,1
14-2B,"1,699.50","2,897.64","2,897.64 ", 01/29/19, 01/31/21, 01/29/19,0
14-2B,0.00,"2,897.64",0.00 , 01/31/19, 01/31/21, 01/31/19,0
